"name","series","age","occupation","hometown","first_name","episode","technical","result","signature","show_stopper"
"Danny Bryden","3",45,"Intensive care consultant","Sheffield","Danny","3",2,"IN","Savoury Pear and Roquefort Tarte Tatin","Pineapple, Coconut and Frangipane Tart"
"Danny Bryden","3",45,"Intensive care consultant","Sheffield","Danny","4",2,"IN","Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise"
"Danny Bryden","3",45,"Intensive care consultant","Sheffield","Danny","5",7,"IN","Chickpea, Spinach & Mushroom Wellington","Trick or Treat Pumpkin Pie"
"Danny Bryden","3",45,"Intensive care consultant","Sheffield","Danny","6",2,"IN","Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants","Leek, Potato, Pistachio and Gruyère Strudel"
"Danny Bryden","3",45,"Intensive care consultant","Sheffield","Danny","7",2,"STAR BAKER","Bakewell Chelsea Buns","European Christmas Wreath"
"Danny Bryden","3",45,"Intensive care consultant","Sheffield","Danny","8",4,"IN","Spiced Almond Drinks Crackers","Gingerbread Big Ben"
"Danny Bryden","3",45,"Intensive care consultant","Sheffield","Danny","9",4,"OUT","Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat","Rosewater and Lychee St. Honoré"
"Danny Bryden","3",45,"Intensive care consultant","Sheffield","Danny","10",NA,NA,NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","1",10,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","2",2,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","3",2,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","4",2,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","5",9,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","6",2,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","7",2,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","8",1,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","9",2,"IN",NA,NA
"David Atherton","10",36,"International health adviser","Whitby","David","10",1,"WINNER",NA,NA
"David Chambers","1",31,"Entrepreneur","Milton Keynes","David","1",3,"IN","Chocolate Orange Cake","Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs"
"David Chambers","1",31,"Entrepreneur","Milton Keynes","David","2",8,"IN","Cheddar Cheese and Fresh Rosemary Biscuits","Choux Pastry Swans  Chocolate Profiteroles"
"David Chambers","1",31,"Entrepreneur","Milton Keynes","David","3",4,"IN","Chilli Bread","Walnut and Seed Roll
Red Berry and Almond Bun"
"David Chambers","1",31,"Entrepreneur","Milton Keynes","David","4",5,"OUT","Pear and Walnut Pudding","Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear"
"David Chambers","1",31,"Entrepreneur","Milton Keynes","David","5",NA,NA,NA,NA
"David Chambers","1",31,"Entrepreneur","Milton Keynes","David","6",NA,NA,NA,NA
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","1",9,"IN","Pineapple Cake","'Coffee Time'"
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","2",8,"IN","Fennel & Chilli Breadsticks","Walnut Fleur Loaf"
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","3",9,"OUT","Tropical Trifle*","Canelé Cherry and Chocolate CakesRose Cookies"
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","4",NA,NA,NA,NA
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","5",NA,NA,NA,NA
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","6",NA,NA,NA,NA
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","7",NA,NA,NA,NA
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","8",NA,NA,NA,NA
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","9",NA,NA,NA,NA
"Deborah Manger","4",51,"Dentist","Peterborough","Deborah","10",NA,NA,NA,NA
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","1",5,"IN","Mum's Sunday Tea Lemon Curd Swiss Roll","Chocolate Ganache Surprises"
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","2",7,"IN","Parmesan Triangles","Express, First Class"
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","3",7,"IN","Rustic Picnic Rolls","Sharing Savoury Pinwheel"
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","4",9,"IN","Orange and Lemon Curd Pots","Raspberry Ripple Alaska Swan"
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","5",NA,"WD",NA,NA
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","6",NA,"IN",NA,NA
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","7",NA,"IN",NA,NA
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","8",NA,"IN",NA,NA
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","9",NA,"IN",NA,NA
"Diana Beard","5",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Diana","10",NA,"IN",NA,NA
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","1",5,"IN","Madeira Cake with Candied Lemons","Enchanted Forest Gâteau"
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","2",1,"IN","Almond and Apricot Biscotti with Amber Sugar Crystals","Box of Frogs"
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","3",6,"OUT","Walnut and Stilton Soda Breads","Unmade Bread"
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","4",NA,NA,NA,NA
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","5",NA,NA,NA,NA
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","6",NA,NA,NA,NA
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","7",NA,NA,NA,NA
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","8",NA,NA,NA,NA
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","9",NA,NA,NA,NA
"Dorret Conway","6",53,"Accountant","Penwortham, Lancashire","Dorret","10",NA,NA,NA,NA
"Edd Kimber","1",24,"Debt collector for Yorkshire Bank","Bradford","Edd","1",1,"IN","Caramel Cinnamon and Banana Cake","N/A"
"Edd Kimber","1",24,"Debt collector for Yorkshire Bank","Bradford","Edd","2",6,"IN","Oatmeal Raisin Cookie","Pink Macarons"
"Edd Kimber","1",24,"Debt collector for Yorkshire Bank","Bradford","Edd","3",1,"IN","Olive Bread","Tomato and Mozzarella"
"Edd Kimber","1",24,"Debt collector for Yorkshire Bank","Bradford","Edd","4",3,"IN","Apple and Plum Pudding","Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer"
"Edd Kimber","1",24,"Debt collector for Yorkshire Bank","Bradford","Edd","5",2,"IN","Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés"
"Edd Kimber","1",24,"Debt collector for Yorkshire Bank","Bradford","Edd","6",NA,"WINNER","Cinnamon and Banana Cake",NA
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","1",9,"IN","Raspberry and Lemon Swiss Roll","Coffee and Walnut Battenberg Squares"
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","2",9,"OUT","Pumpkin and Sunflower Savoury Biscuits","Space Adventure Moon Scene"
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","3",NA,NA,NA,NA
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","4",NA,NA,NA,NA
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","5",NA,NA,NA,NA
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","6",NA,NA,NA,NA
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","7",NA,NA,NA,NA
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","8",NA,NA,NA,NA
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","9",NA,NA,NA,NA
"Enwezor Nzegwu","5",39,"Business Consultant","Portsmouth, Hampshire","Enwezor","10",NA,NA,NA,NA
"Flo Atkins","8",71,"Retired","Merseyside","Flo","1",9,"IN","Citrus Layer Cake","'One in a Melon' Cake"
"Flo Atkins","8",71,"Retired","Merseyside","Flo","2",10,"IN","Gin Jam Butties","'Pick My Bones' Game"
"Flo Atkins","8",71,"Retired","Merseyside","Flo","3",7,"OUT","Cinnamon and Orange Teacakes","'Davy Jones' Locker' Bread Sculpture"
"Flo Atkins","8",71,"Retired","Merseyside","Flo","4",NA,NA,NA,NA
"Flo Atkins","8",71,"Retired","Merseyside","Flo","5",NA,NA,NA,NA
"Flo Atkins","8",71,"Retired","Merseyside","Flo","6",NA,NA,NA,NA
"Flo Atkins","8",71,"Retired","Merseyside","Flo","7",NA,NA,NA,NA
"Flo Atkins","8",71,"Retired","Merseyside","Flo","8",NA,NA,NA,NA
"Flo Atkins","8",71,"Retired","Merseyside","Flo","9",NA,NA,NA,NA
"Flo Atkins","8",71,"Retired","Merseyside","Flo","10",NA,NA,NA,NA
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","1",6,"IN","Blood Orange Madeira Cake","Black Forest Gâteau"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","2",2,"IN","Wedding Biscotti","Honey and Earl Grey Tea Box"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","3",2,"IN","Fig and Hazelnut Rye Breads","Herb Couture"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","4",3,"IN","Rhubarb and Ginger Crème Brûlées","Elderflower and Granola Cheesecakes"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","5",3,"IN","Pistachio, Apple and Cardamom Madeleine Cake","Chocolate and Pear Bûche"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","6",2,"IN","Apricot and Rosemary Frangipane Tart","Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","7",4,"IN","Game Pie with Shallot and Apple Chutney","Raspberry, Pomegranate and Champagne Charlotte Russe"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","8",3,"IN","Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns","Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","9",1,"OUT","Passion Fruit and Chocolate Tart","Cocoa Carousel"
"Flora Shedden","6",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Flora","10",NA,NA,NA,NA
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","1",7,"IN","Giant Jam Sandwich","Secret Squirrel Cake"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","2",2,"IN","Giant Matchsticks","Sailor's Knot"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","3",8,"IN","Apple and Blackberry Crumble Trifle","'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","4",1,"IN","Peach Pie In the Sky","Cherry Tree Baklava Filo Pie"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","5",3,"IN","Millionaire Banoffee Bonus","Biscuit Buttons and Beads"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","6",2,"IN","Chai Tea Loaf","Hot Cross BriochesRhubarb and Custard Kolaches"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","7",5,"STAR BAKER","Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream","French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","8",3,"IN","'Chelsea Flour Show' Bun Bouquet","Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","9",2,"IN","Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones","Great British Soap Opera Cake"
"Frances Quinn","4",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Frances","10",3,"WINNER","Rainbow Picnic Pie","Midsummer Night's Dream Wedding Cake"
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","1",4,"IN","Strawberries and Cream Cake","Almond and Espresso Chocolate Cake"
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","2",7,"IN","Rosemary and Parmesan Grissini","Harvest Crown"
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","3",1,"IN","Raspberry and Almond Trifle","Billionaire BouchéesOrange Financiers"
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","4",9,"IN","Apple & Maple Syrup Pie","Spanakopita (Walnut and Feta Cheese)"
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","5",2,"IN","Apricot and Pistachio Tiffin","Shortbread and Macaron Helter-Skelter"
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","6",5,"IN","Devonshire Panettone","Almond and Apricot BriochesSticky Caramel Kanelbullen"
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","7",3,"OUT","Prune and Armagnac Puddingwith Boozy Butterscotch Sauce","Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille"
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","8",NA,NA,NA,NA
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","9",NA,NA,NA,NA
"Glenn Cosby","4",37,"English Teacher","Teignmouth, Devon","Glenn","10",NA,NA,NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","1",12,"IN",NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","2",12,"IN",NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","3",8,"IN",NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","4",9,"IN",NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","5",1,"OUT",NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","6",NA,NA,NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","7",NA,NA,NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","8",NA,NA,NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","9",NA,NA,NA,NA
"Helena Garcia","10",40,"Online project manager","Leeds","Helena","10",NA,NA,NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","1",1,"IN",NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","2",6,"IN",NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","3",1,"IN",NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","4",3,"IN",NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","5",3,"IN",NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","6",4,"IN",NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","7",3,"STAR BAKER",NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","8",5,"OUT",NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","9",NA,NA,NA,NA
"Henry Bird","10",20,"Student","Durham","Henry","10",NA,NA,NA,NA
"Holly Bell","2",31,"Advertising executive","Leicester","Holly","1",1,"STAR BAKER","Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle","UNKNOWN"
"Holly Bell","2",31,"Advertising executive","Leicester","Holly","2",4,"IN","Pesto Quiche","Milk Chocolate and Pistachio TartsTrifle Tarts"
"Holly Bell","2",31,"Advertising executive","Leicester","Holly","3",6,"IN","Picnic Loaf","Stilton and Walnut Rolls"
"Holly Bell","2",31,"Advertising executive","Leicester","Holly","4",3,"STAR BAKER","Strawberry and Custard Melts","'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)"
"Holly Bell","2",31,"Advertising executive","Leicester","Holly","5",4,"IN","Stilton, Potato and Caramelised Onion Pie","Lime Meringue Pie"
"Holly Bell","2",31,"Advertising executive","Leicester","Holly","6",3,"IN","Father Christmas' Baked Cheesecake","Hansel and Gretel's Croquembouche"
"Holly Bell","2",31,"Advertising executive","Leicester","Holly","7",1,"IN","White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits"
"Holly Bell","2",31,"Advertising executive","Leicester","Holly","8",2,"Runner-up","Banoffee Inspired Mille Feuille","Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich"
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","1",6,"IN","Passion Fruit and Coconut Cake","Black Forest Revisited"
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","2",10,"IN","Moroccan Breadsticks","Picasso Sun Bread"
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","3",7,"IN","Caramel and Apple Trifle*","Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits"
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","4",5,"IN","Apple Pie with Sage Pastry","Fresh Fig and Feta Filo Flan"
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","5",8,"IN","Breakfast Traybake","Japanese Pagoda Tea Tower"
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","6",7,"OUT","Date & Hemp Yorkshire Loaf","Peachy BunsGerman Baumschnecken"
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","7",NA,NA,NA,NA
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","8",NA,NA,NA,NA
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","9",NA,NA,NA,NA
"Howard Middleton","4",51,"Council Worker","Sheffield","Howard","10",NA,NA,NA,NA
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","1",4,"IN","Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream","Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","2",11,"IN","Za'atar and Fig Biscuits","Wild West Scene"
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","3",9,"IN","Cranberry and Walnut Rye Bread Rolls","Moroccan Plaited with a Bessara Dip"
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","4",6,"OUT","Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","5",NA,NA,NA,NA
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","6",NA,NA,NA,NA
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","7",NA,NA,NA,NA
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","8",NA,NA,NA,NA
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","9",NA,NA,NA,NA
"Iain Watters","5",31,"Construction Engineer","London/Belfast","Iain","10",NA,NA,NA,NA
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","1",8,"IN","Somewhere West of Madeira Cake","Black Forest Cherry Tree"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","2",3,"STAR BAKER","Orange, Rosemary and Almond Biscotti","Sandwich de la Confiture"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","3",1,"STAR BAKER","Wild Garlic Pesto Soda Breads","Flour Power"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","4",4,"STAR BAKER","Pomegranate Two Ways Crème Brûlées","Trio of Spicy and Herby Baked Cheesecakes"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","5",5,"IN","Honey and Flowers Cake","Dessert Island"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","6",3,"IN","Pear and Raspberry Frangipane Tart","vol-au-vents Terre et Mer"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","7",5,"IN","Roadkill Pie","Victoria's Crown Charlotte Russe"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","8",2,"IN","Mont Blanc & Black Forest Gâteau Horns","Nun with Hidden Passions"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","9",3,"IN","Chocolate and Bay Tart","Chocolate Well"
"Ian Cumming","6",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Ian","10",2,"Runner-up","Elderflower and Lemon & Spiced Buns","Colossal Curvy Carrot Cake"
"Ian Vallance","2",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Ian","1",10,"IN","Apple and Cinnamon Cupcakes","UNKNOWN"
"Ian Vallance","2",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Ian","2",2,"IN","Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry","UNKNOWN"
"Ian Vallance","2",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Ian","3",10,"OUT","Courgette, Caerphilly Cheese and Thyme Loaf","Walnut and Raisin RollsCracked Wheat Logs"
"Ian Vallance","2",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Ian","4",NA,NA,NA,NA
"Ian Vallance","2",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Ian","5",NA,NA,NA,NA
"Ian Vallance","2",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Ian","6",NA,NA,NA,NA
"Ian Vallance","2",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Ian","7",NA,NA,NA,NA
"Ian Vallance","2",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire","Ian","8",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","1",11,"OUT",NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","2",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","3",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","4",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","5",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","6",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","7",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","8",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","9",NA,NA,NA,NA
"Imelda McCarron","9",33,"Countryside recreation officer","County Tyrone","Imelda","10",NA,NA,NA,NA
"James Hillery","8",46,"Banker","Brentwood, Essex","James","1",2,"IN","Orange, Rhubarb & Ginger Crumble Cake","'Mock-accino and Croissant' Cake"
"James Hillery","8",46,"Banker","Brentwood, Essex","James","2",3,"IN","Rhubarb and Custard Whirls","'Coppit' Game"
"James Hillery","8",46,"Banker","Brentwood, Essex","James","3",9,"IN","Nordic Teacakes","'Owl in the Woods' Bread Sculpture"
"James Hillery","8",46,"Banker","Brentwood, Essex","James","4",2,"IN","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake"
"James Hillery","8",46,"Banker","Brentwood, Essex","James","5",7,"OUT","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine"
"James Hillery","8",46,"Banker","Brentwood, Essex","James","6",NA,NA,NA,NA
"James Hillery","8",46,"Banker","Brentwood, Essex","James","7",NA,NA,NA,NA
"James Hillery","8",46,"Banker","Brentwood, Essex","James","8",NA,NA,NA,NA
"James Hillery","8",46,"Banker","Brentwood, Essex","James","9",NA,NA,NA,NA
"James Hillery","8",46,"Banker","Brentwood, Essex","James","10",NA,NA,NA,NA
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","1",2,"IN","Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","2",2,"IN","Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","3",1,"STAR BAKER","Apple and Lavender Tarte Tatin","Rose, Lychee and Raspberry Fruit Tart"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","4",5,"IN","Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","5",6,"IN","Four Pig Wellington","Sweet Potato Pie"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","6",7,"IN","Banana and Clove PuddingsClootie Dumplings","Strawberry, Rhubarb and Ginger Strudel"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","7",1,"IN","Easter Chelsea Buns","Whisky Kugelhopf-Brioche Baba"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","8",1,"STAR BAKER","Smoky Cayenne, Cumin and Chilli Crackers","Gingerbread Barn"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","9",1,"STAR BAKER","Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest"
"James Morton","3",21,"Medical student","Hillswick, Shetland Islands","James","10",1,"Runner-up","Spanish Pithivier with Chorizo and Red Pepper","United Chiffon Cakes"
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","1",13,"IN",NA,NA
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","2",11,"OUT",NA,NA
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","3",NA,NA,NA,NA
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","4",NA,NA,NA,NA
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","5",NA,NA,NA,NA
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","6",NA,NA,NA,NA
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","7",NA,NA,NA,NA
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","8",NA,NA,NA,NA
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","9",NA,NA,NA,NA
